Text,Label
上半年基金股票换手率同比降13,0
惊讶：世界各国十大公主发型大PK(组图),3
印度公布五个行政区地方议会选举结果,6
铂阳太阳能于11月25日回购280万股,2
组图：小沈阳获最满意演员称号 妻子代领谢恩师,9
托德：中国期货商可跨越式发展实现国际化,0
王敬之：佩剑须忘记老鲍时代 亚运夺金义不容辞,7
台湾宜兰凌晨发生4.1级地震,6
五大国有行齐聚保险业 银保竞争格局将生变,0
北京商品房将按套内面积计价 避免公摊争议,1
中国国际期货12月21日午评,0
盘点楼市五大赌徒：直把市场做赌场,1
长安8号精装大宅2月样板间开放享惊喜价格(图),1
法官反复协调促使48名民工拿回200万欠薪,5
《远征OL》午夜怪谈 密探殷墟地宫,8
中国电信3G业务正式商用,4
盘点全球10个最环保城市之三,1
南宁1名民警连续三天三夜侦查审讯猝死,5
患胃癌妇女到赌窝参赌 不愿花钱看病,5
邝美云为朋友出书捧场 美食当前难忍口,9
库存快速消化 京沪新房供求缺口继续放大,1
高盛预计油价今年底将达到65美元,0
韩国延坪岛海上射击训练结束,6
夫妻让保姆带两个孩子回老家后与其失去联系,5
大兴红木林待推42平起1-3居售楼处开放,1
4月9日乐居北线看房团抢座中实地探访领秀慧谷,1
奥斯威辛集中营门牌盗窃案主谋获刑,6
喻可欣母轰刘德华害女儿一生 不会拿出陈年婚书,9
人民币兑美元10月14日中间价为人民币6.8269元,0
华谊兄弟投资1.49亿参股北京掌趣科技,8
录像显示打工妹并非在斑马线上被撞身亡,5
四川09理科一本线骤降95分因考生减少题目难,3
疯狂的水果 《仙途》“怪味”塔防副本,8
专家剖析：雅思写作必须戒掉的四大病症,3
《杀出重围：人类革命》GC预告片公布,8
房源增多优惠加大 郑州开发商9月抢金,1
国际超霸赛古力大胜李世石 将与井山裕太争冠(谱),7
杭州2010上半年自考毕业证书领取通知,3
胜利证券：信心比黄金更重要,2
2010年空军大学生招飞选拔录取结果查询,3
启明东方规范流程不等于抛弃时尚与创新(组图),1
998元山寨机冒充卫星电话 号称打电话不要钱,4
2011年广东高考填报志愿时间表,3
巴特尔怒斥转会佛山流言 新疆不理杂音用成绩说话,7
贵州高考艺体专业考试12月报名 艺术类1月考,3
日本扣押一艘台湾渔船 台缴144万新台币保释金,6
政府补贴网游产业已成常态 中小企业获补贴更多,4
顺义桃花源现房400平起独栋别墅送花园享97折,1
广东文科“末代状元”陈俊任：我的青春我做主,3
菲律宾警方确定前国防部长自杀身亡,6
女儿为筹60万元父亲医疗费街头下跪(图),5
今日关注7只股（9月10日）,2
EPIC：虚幻4引擎将统治未来游戏开发,8
整体业绩领先 前两月指基完胜主动型股基,0
也门政府下令没收所有由平民所持枪械,6
专家：绿军应再留三巨头一年 明夏是交易最佳时机,7
7.0英寸高清屏幕 昂达VX560仅售650元,4
亦庄新盘中信新城预计12月底开盘售楼处已开放,1
拳击冠军乘公交突发毒瘾 拿逃生锤猛砸摇头丸(图),7
奥神交承诺书积极靠拢CBA 篮协生死大限即将到来,7
人类的生化梦魇 WOZ全新感染模式亮点,8
墨西哥湾漏油一周年部分物种可能灭绝,6
罗宁：恒大别砸几年钱就玩消失 豪门是要有底蕴的,7
QQ仙境劳模传强大BOSS背后的那个TA,8
蓝港《西游记》火速签约台湾华义,8
图文：杭州市信息化办公室主任缪承潮致辞,4
利率不断走低 货币基金借机跑马圈地,0
《蛙蛙乐园》五彩缤纷喜迎园丁节,8
麦格理称铜价年底前有望涨15%,0
茅于轼雷人言论集锦：很多观点有其合理性,1
美首批650名驻阿富汗美军回国(图),6
做轮椅旅客购买打折机票被拒绝,5
村民家中挖地道盗古墓 用避孕套装炸药爆破(图),5
120司机接警后去救人遭求救者殴打,5
女子用一条假项链骗走7件金饰品,5
图文-曼联展示新赛季客场队服 朴智星疾如闪电,7
AT&T将在美销售戴尔首款智能手机Aero,4
驾校分校校长拿学员学费治病,5
北京神州行老用户也将纳入实名制,4
市民早高峰骑马上班 交警称干扰道路交通(图),5
分析称默多克在英已失影响力 有生之年再难挽回,6
沪深指数半日收高 沪指再上2800点,2
美国无线新技术传输速率10Gbps,4
美4月FHFA房价环增0.8%同比降1.5%,2
李克强公布中央支持香港六大措施,6
传奇归来引发微趋势 背刺要成流行语,8
残疾男子自称被逼乞讨 每日被蒙眼睛带回住处,5
短讯-英格兰5月底热身战加纳 3天后战欧洲杯资格赛,7
男子因DNA验证身份出错被错押8年,5
石景山北方中惠国际中心预计10月推出小户型,1
尤文疯狂清洗六人即将离队 6000万转会资金重新入市,7
MKZ军魂最战争FPS网游不删档测试开启,8
卫生部：实习医生写病历须由注册医生审阅签字,6
1名英国人在同济大学外摆摊卖英式蛋炒饭(图),5
黑水晶面板直降3000 三星46寸液晶狂促,4
兄弟为救母劫人质续哥哥狱中跪看母亲送葬视频,5
山西高层否认威尔斯离开因欠薪 仍未归队成导火索,7
北京龙湖：通州项目助力区域住宅舒适度提升,1
需求颓势难改 工业品弱势依旧,0
上海银行网上申购基金明年手续费最低4折,0
通州天晟嘉园预计下半年开盘100平起2-3居现房,1
男子假装玩过家家多次骗奸智障女,5
“即搜即用”用户开心厂商忧心,4
美国客机紧急降落系因误以为乘客要引爆炸弹,6
讲述：四大过来人考研失败教训总结,3
市人大常委会司机当街刀砍殴打农民工被拘8日,5
奥运冠军助阵房山区体彩杯羽毛球赛芭蕾雨站,1
配置堪称完美！超广角大长焦相机降价,4
加州4市位列福布斯美国悲情城市榜前五位,6
美国32岁女子12年整容44次,5
卡塔尔贿选丑闻再曝4人索贿 开价300万+皇室爵位,7
《狂野西部生死同盟》打手枪示范视频,8
证监会发布QFII参与股指期货交易指引,0
观察家称梅德韦杰夫将摆脱普京影响赢得俄大选,6
南2环中海紫御公馆精装60平起1-4居全款99折,1
华业东方玫瑰预计近期开盘毛坯9220元起(图),1
雅世集团举办发布会推出未来即现在品牌概念,1
带女儿做亲子鉴定被骂 汪峰称误会网友说炒作,9
高性价比卡片 尼康S3000促销价859元,4
快讯：大盘午后翻红 传媒电子板块领涨,2
美国的学生学习中文成了很时尚的事,3
1GHz谷歌神作 索爱X10华丽界面曝光,4
两步骤选好股 从容应对大盘震荡,2
相约春天畅享南加州风情 大运河孔雀城国际公民风情节,1
特价898元 美的时尚平板微波炉抢购,4
四所交通大学建立校际间研究生免试推荐制度,3
沪豪宅市场盛宴开启 达屋借济南路8号杀入中国,1
男子连续8天地铁站内倒腐鱼欲嫁祸开发商,5
电容屏玩转3D游戏 普耐尔MOMO5触摸篇,4
阎崇年掌掴事件后首次公开亮相 只作讲座不签售,9
百余名228事件受难者家属向国民党求偿20亿,6
56岁女子年轻时感情受挫30年未出门,5
江苏加《金婚2》删除阵营 安徽要与制片方分账,9
多空交织 商品内盘量仓双近新高,0
建信恒稳价值混合基金获准募集,0
乌克兰总理宣布将参加总统选举,6
明星十大奢侈婚礼排行榜 从400万到7亿,0
组图：陈倩扬苟芸慧共同出席母亲节活动,9
湖南本二批院校一志愿投档线揭晓,3
图文：杨威杨云大婚 新娘发表感言新郎深情注视,9
万家乐新款电热水器D45-HG5F报价2698元,4
Lady Gaga透露将发圣诞专辑 从爵士乐中找灵感,9
亚市盘中美国原油期货升至两年新高,0
4号线蓝光云鼎54-68平精装小户型在售,1
初三学生从8楼天台坠下当场死亡,5
江苏省属高校09年计划招生37.18万人,3
世界各国出台清剿索马里海盗计划,6
购房者连夜排队近12个小时 选房仅耗时两秒(图),5
国际足联酝酿重量级地震 各巨头齐瞄向2015大洗牌,7
汇丰分析师：明年黄金均价将回落至1500美元,0
民宅贴征婚春联贺大年初一兼情人节(图),5
NYMEX原油期货4日亚洲电子盘小幅反弹,0
贾君鹏式流行语：众声喧哗后的寂寞叹息,4
教育部：明年启动新一轮中小学教材修订,6
重庆市09年硕士研究生入学考试成绩27日可查,3
首批赴美留学生：报告祖国我学成归来(图),3
送千日免费下载 iriver韩国新机首发U100,4
联想家庭游戏机eBox上市在即,8
詹妮弗-哈德森顺利生下一男孩(图),9
通州月亮河公园精装现房在售可优惠近14万,1
《丑女无敌3》即将大结局 第四季阵容不变(图),9
出租车司机因醉酒乘客溺亡被诉未尽责,5
泰达宏利聚利分级债券基金6日发行,0
中国移动：竞争加剧 收费下调,2
午评：权重低迷等待拐点 沪指窄幅震荡跌0.20%,2
国米新宠揭开怪异庆祝动作之谜 他是蓝黑军变化的源泉,7
基金公司理财中心逆势扩容遭遇难题,0
北京“绿卡”子女集体遭排斥 在京高考权难落实,3
《双核时代》热拍 马苏独爱才子朱雨辰(图),9
研究生考试网上报名信息11月10日起开始确认,3
美国重启911受害者补偿基金,2
24日相机行情：尼康D3S套机售43300元,4
网游《大宋豪侠2》宠物技能即将登场,8
巴西知名漫画家遭抢劫枪杀,5
沪铝调整或是建仓机会,0
奥巴马预算案将把穷人供暖补助削减25亿美元,2
一名伊朗裔美国学者因间谍罪在伊朗获刑,6
信息工程学院附中高考本科率达70%,3
航美传媒5月4日发布第一季度财报,4
考研名师指导马哲复习：在两个步骤上下功夫,3
深成指破位下跌创调整新低,2
美国加州遭暴风雪袭击 主要高速公路关闭,6
80后母亲虐打1月大女婴 致其颅内出血死亡,5
房山金地朗悦9月25日开盘24日举办派对活动(图),1
固安中宏新界11月初待推11号楼楼王特价房5500,1
李克强抵达基督城开始对新西兰进行正式访问,6
连豆两次探底 短期有企稳迹象,0
日本民调显示鸠山内阁支持率跌破6成,6
万众期待布兰克走马上任 德尚他是法国主帅上上之选,7
俄军警在达吉斯坦打死3名非法武装分子,6
考研政治大纲解读：马克思主义基本原理变动,3
安理会将就利比亚局势举行闭门磋商,6
客服解释出现错误 导致储户损失9万余元,0
《SF Online》11月公开上市！,8
“清北班”内幕：学生成为谋取名利的工具,3
运营商可能会为3G做独立品牌,4
中银增利基金12月21日分红,0
大盘假冲锋赶顶 追涨当炮灰,2
盛大游戏6月2日发布2010财年Q1财报,8
李宇春是四川第一美女？票数压倒王小丫,9
《新破天》运营团队化身武林高手,8
金南珠暌违8年荧屏复出 婚后已育有一子一女,9
拥有4倍光学变焦 索尼W310仅售900元,4
家长课堂：孩子早恋怎么办,3
李世石亚运会按平时对待 李昌镐以后多听夫人的,7
浙江08高校招生体育专业第一批征求志愿,3
美国会债限之争 共和党威胁战斗到底,2
搅拌车闯红灯抢行致七车连环相撞(图),5
日本1名男子热衷尝试怪异食品(图),5
阿汤嫂要当纽约地产大亨？千万美元买下3套公寓,9
复旦2010年自主招生形式不变 试题百分百不同,3
宋慧乔人品遭质疑 被指擅长诱惑用完就扔,9
组图：印度南部发生山体滑坡造成43人死亡,6
日本古典RPG《巫术OL》宣传视频放出,8
经济复苏预期不减 反弹行情仍将继续,2
盘点李玮峰旅韩：李大将军感动韩国 昔日球霸黄袍加身,7
《精武风云-陈真》拔得中秋节票房头筹,9
东北证券：二季度投资看好八大行业,2
研究称格陵兰冰盖抵御气候变化能力超预期(图),6
摩根大通：今年油价预计将触及每桶130美元,0
几内亚积极为总统选举做准备,6
热血世界内测人气高 好友设定有奇效,8
23日相机行情：最热单反双头套机售6300,4
女子拒绝情夫私奔要求被纵火烧家,5
越野别墅概念出炉 远洋天著联手路虎内情初探,1
记者3问压力激怒扎切罗尼：西班牙失首战却拿世界杯,7
印度展开10年一度人口普查 总人口可达12亿人,6
10倍光变广角!卡西欧H5仅1799还送卡包,4
倪震平安夜真人秀 摔倒也紧拉着周慧敏(图),9
参加会计资格考试请赶紧报名 11月15日截止,3
中间代理商卷跑千万票款 多国乘客预购机票遭退,5
国际海事局称09年索马里海盗发动217次袭击,6
久游网上市无望 郑永刚梦断网游业,8
上海1所大学教师称其学生必须使用ipad上课,5
怀柔顶秀美泉小镇C区88平两居户型点评(图),1
巴拉克缘尽蓝军得德甲东家召唤 能否落叶归根存变数,7
球员到主帅公牛完胜 热火三巨头难追昔日72胜神迹,7
2010年国家公务员申论真题答案及解析汇总,3
华沙赛丁俊晖四个月后再进决赛 与达赫迪争夺冠军,7
广东2010年高考体育科目满分300分,3
2010年大学英语四级预测试题,3
美元惹祸 大宗商品陡然掉头,0
当下市场状态与应对策略,2
印尼外交官因英语水平差装病逃避外交会议,6
联盟详解教练着装令 魔术主帅获准可延续休闲风格,7
温家宝会见香港特首曾荫权,6
男子被骗搞传销刺死讲师续：窝点恢复活动(图),5
债券类产品打破股基寂寞：QDII多元化起步,0
3岁男孩疑因迷路饿死在离家400米蒿草地,5
Pinnacle上月客流量下降7.3%,2
纽约帝国大厦为中国农历新年亮灯(图),6
101种方法找到你的TA,8
韩将投入600万开发预防老年痴呆游戏,8
世界十大明星旅行家评选 邓超最“阳光”(图),9
委内瑞拉与哥伦比亚断交 宣布边境实施最高警戒,6
涿州名流涿郡东区82平起通透2-3居全款减2万,1
《检察日报》报道披露最高检官员任职消息,6
卡扎菲女儿称睡前给孩子讲有关生存死亡故事,6
局长回家途中遭围殴后在办公楼及家门装监控,5
显微镜下的蜜蜂：数千触角细胞清晰可见(组图),4
民生银行着力开掘出国金融服务市场,3
门户开放报告：美国留学资金来源(图),3
马布里15分15助攻难救主 广东三巨头爆发险胜山西,7
LG电子率先表态在华支持三种3G制式手机,4
《劲舞团》韩服邀请“藏狐宫女”代言,8
车主为防柴油被偷每日花1小时将油抽出拎回家,5
连续杀跌有诱空嫌疑 关注年线支撑,2
中国建筑四大股东之中国石油集团,1
波罗的海干散货运价指数上涨 海岬型船市场承压,0
房市重新升温 一房企通过产权市场增值193%,1
诺基亚直捣GPS企业软肋 Ovi地图效率10倍于谷歌,4
二次探底开始 3000套牢筹码成压力,2
成龙周杰伦“领衔”公益真人秀 担任基金董事长,9
证券通盈利和评级综合调整一览表,2
5月接近尾声 基金分歧正在扩大,0
北五环清河新城118平起2-3居折后可省14万,1
泰达宏利红利先锋每10份派0.12元,0
松江警方微博追逃醉驾男,4
东二环精装公寓58平起均价26000元(图),1
男子因女友提分手砍死岳母后逃跑,5
北京东城区学区化管理 5年内新建2至3个学区,3
未禁空港股或成空头天堂,2
《刺客信条：启示录》震撼预告片公布,8
《向周星驰致敬先》剧照雷人 胸部猛于虎？(图),9
天津90后留学热 09年留学人数增两成,3
老人为给病入膏肓老伴安乐死不惜入狱,5
赵本山首次到户外散步 面带微笑挥手致意(图),9
美国游戏主机销量统计：Wii回归第一,8
山西煤老板酒后遭赌徒绑架机智逃脱,5
西足坛50大风云人物榜：皇马主席第3 梅西34劳尔40,7
《仙剑奇侠传5》游戏介绍视频,8
公牛签约土耳其七尺中锋 数据显示他有乐透秀水准,7
墨西哥确认新增1例甲型H1N1流感死亡病例,6
何必买苹果iPhone 多种智能手机任选,4
两人地震期间趁火打劫被重判,5
农民小伙10万积蓄拍电影全家齐上阵(图),5
超越蒂姆・伯顿 EA“爱丽丝”血腥噩梦,8
昆山淀山湖板块构筑大上海居住梦想,1
俄外长称对制裁伊朗持保留态度,6
科学家拍到海豚企图杀死同类幼崽画面(图),4
期市午评：黄金回归涨势 橡胶继续强劲反弹,0
加拿大政府密件暴露核反应堆投资量,6
国米官方宣布菲戈周日退役 来中超踢球传闻不攻自破,7
涿州大北京城上城第三季90-120平2-3居6800元,1
下岗夫妻买彩票中998万元大奖捐款5万,5
南海军演 抗战2建铁军再掀反攻热潮,8
专业级摄录一体机 松下HMC73MC售价11900,4
女子三天卧轨三次被民警及时制止,5
快讯：蓝汛通信第三季度净亏损560万美元,4
考研大军逼近10万人 再创河南省历史新高,3
近期打折热盘推荐 海淀0-2居99折送家具家电,1
委内瑞拉与伊朗签署经贸能源等多项合作协议,6
八中少儿班5人考上北大清华 3人被香港高校录取,3
西南三环万年花城板楼10月开盘登记减3万(图),1
安吉斯：运营模式比商业模式更重要,4
中国有色金属料上半年纯利减少,2
红发42亿购太阳能资产 内企变相借壳上市,2
环卫工扫马路1年捡到300个钱包,5
美国华裔移民就业现状：厨师最受宠,3
海淀西山国际城30-75平现房总价90万起享95折,1
燕郊凤凰国际58平米起1-3居准现房均价8200元,1
网页游戏3年市场规模翻了近10倍,8
嘉实300基金经理杨宇：对未来市场走势乐观,0
数字电视PK模拟电视：加价不加量,4
村委会被指强迫每户烟农买100公斤煤(附图),5
新西兰中学成世界顶尖大学最佳跳板,3
技术不断创新 近期高人气平板电视汇总,4
福特宣布召回57.5万辆稳达小型货车,6
《风声》刘威葳演绎全新老鬼 特别方式贯穿全剧,9
世界最高建筑进化史：从金字塔到迪拜塔(图),4
北京高考专科普通批7月28日报志愿,3
海淀雅世合金公寓仅10套精装2-3居现房享98折,1
坦然面对初试成绩 积极准备研考复试,3
传凡客诚品裁员5% 电商寒冬或提前到来,4
伊坎延长要约收购Dynegy期限,2
白岩松：娱乐乒乓是个好的启示 全运成功获新保障,7
福建高招办：招生骗子又开始露脸行动,3
2D横向动作游戏《闪客2》游戏演示,8
孤岛反转条件并不具备,2
中药行业：呈现中西医分离新趋势,2
傅颖态度强硬无悔揭秘 罗仲谦闻一脚踏四船黑面,9
刚果(金)议会通过宪法修改议案,6
款款都是精品 本周最抢眼平板电视导购,4
射击大作《战争机器》将推出光枪版,8
缅甸爆炸事件已致8人死亡94人受伤,6
小斯获准取消一次技术犯规 9次技犯仍列联盟第二,7
期货市场服务三农亟待银行信贷支持,0
海地和多米尼加在边界地区增兵,6
受出口股拖累 日经指数28日收低,2
网恋组织内幕：培训员工谈恋爱 诱单身女性汇款,4
13岁男生跑200米时倒地猝死,5
西澳洲现任移民官现场交流会,3
广西一“皮包学校”贴上75名院士标签,3
专家解读：“四大联盟”只为争夺“尖子生”,3
留学热潮带动语言考试“培训热”(图),3
大兴金色漫香郡预计9月开盘均价11000办卡优惠,1
电信基层员工：产业发展需要和谐生态,4
国米悄然着手购新边锋 人选曝光却比夸雷斯马更糟糕！,7
起凡游戏联盟网吧活动 特权拿到手软,8
武僧今年欲完成水上漂50米目标 去年曾漂近30米,5
俄罗斯宣布采购法国西北风级直升机航母,6
澳大利亚称将在2至4年内从阿富汗部分撤军,6
多重利好刺激A股上行 沪指创年内最大单周涨幅,2
牛牛理财日报：批量分红预防基民撤退(201期),0
瑞士超越美国成全球最具竞争力国家,2
2009高校全国统考数学文试题(宁夏卷),3
劫匪冒充维修工入室抢劫续曾多次作案已被控制,5
女选手选秀活动上2秒脱光衣服续：该活动已暂停,5
柬埔寨拒绝在柬泰两国举行边境委员会会议,6
印度航空一架客机坠毁 已经证实160人遇难,6
澳大利亚将对迷途幼鲸实施安乐死(图),5
邓超孙俪婚礼宴开70桌 喜帖广邀赵本山等众星,9
丰台精装公寓尚三环预计2011年上半年开盘(图),1
英国留学：不应该有遗憾的N件事情,3
官方证实王�非人大代表 08年当黑龙江省政协委员,7
高盛维持国寿中性评级 目标31.5港元,2
英格兰新灯塔比穆里尼奥还特殊 他敢封杀巅峰罗纳尔多,7
精品中觅发展 中国网游行业破茧成蝶,8
女子百米前瞻：牙买加占据上风 三剑客对抗美国军团,7
40米疯魔盘带复制两代传奇 西媒：老马+大罗=梅西,7
网游《跑跑卡丁车》两岸高手采访花絮,8
新华时评：用好“微博客”这种信息传播新方式,4
员工撞破老板隐私遭辞退后投毒报复,5
杭州市公安局乔智：让网络诈骗无处可藏,4
信用卡在自己手里 卡里的钱却不翼而飞,0
4月热卖住宅排行TOP10 半数热盘均价未达26000,1
陈敏之新年身体健康第一 优雅穿旗袍拜年(图),9
24小时无码跟拍揭秘CJ美眉的私密生活,8
领海浅水湾80平米水景住宅6月排号8月开盘(图),1
2500点盘桓不下 基金是否为护盘主力,0
传苹果iPhone 5将上市：配置曝光 官方未证实,4
2009年司法考试最后一个月详尽复习计划,3
朝阳大悦公寓精装80平起1-2居准现房可优惠10万,1
股指期货获批：再准备三个月,0
溯流而上逆市突破 2010史考特亚太部推出中文服务,2
惠普将在苏州成立软件外包服务中心,4
Super Junior成员金希澈确定9月1日将入伍参军,9
黑客涉侵港交所网站 开设网页教人使用攻击软件,4
《FAMOUS》专访古天乐阿Sa：我们不敢停下来,9
法国参议院通过退休制度改革法案草案,6
18岁男孩为筹钱上网盗窃叔叔积蓄,5
山寨上网本售后方式渠道呈现多样化,4
克罗地亚先生因艳照被疑系同性恋(图),6
重塑经典《极品飞车：热力追踪》预览,8
温家宝结束印巴之行启程回国,6
男子因不满妻子唠叨酒驾散心 被查主动要求拘留,5
孙悦提前报到参加国家队首训 邓帅为队员写好密信,7
摄影大赛获奖作品被疑摆拍续：获奖作者欲退赛,5
阿Sa否认“隐婚说” 自曝已与郑中基分手(图),9
浙江高考今起批卷 阅卷点凭指纹进入,3
刘云山在河南主持文化体制改革座谈会,6
新春送好礼 夏普52GE51A液晶售13880元,4
重型卡车碾压老汉致死 司机逃逸当观众,5
表哥偷走表弟出生47天儿子卖得15000元,5
二战电视剧改编游戏《兄弟连太平洋》,8
保定水郡花都水墨山舍36-310平在售可享98折,1
力成科技接手飞索苏州工厂：中芯合作悬空,4
谷歌叫板百度 期待咸鱼翻身,4
哈马斯称赞英国驱逐以色列外交官,6
陈冠希半年前与杨永晴分手 承认与嫩模一段情,9
满文军今日获释 妻子仍将被刑拘,9
证券公司研究员坠楼身亡 随身携带遗书未公开,5
巴基斯坦内政部长称本-拉登在阿富汗,6
快讯：煤炭地产联手护盘 沪指低开高走翻红,2
3名男子街头殴打民警 称打的就是警察,5
水泥行业：趋势性回暖拐点尚需观察,2
“两遍阅读法”助你顺利通过英语四六级,3
男子砍死六旬老母亲后自杀未遂(图),5
午后：美股高位震荡 麦当劳领涨大盘,2
老QDII平均仓位降至69.8% 青睐新兴产业,0
ChinaJoy门票预售临近 多重防伪上阵,8
巴基斯坦愿就爆炸未遂案与美倾力配合调查,6
华纺易城在售150平米3居15800元全款98折(图),1
中国国际期货1月24日午评,0
方兴地产售上海办公及商业大厦 料获利8亿元,2
嘉士伯当上重庆啤酒第一大股东,2
温家宝同孟加拉国看守政府总理举行会谈,6
雪妍生日到了 祝自己生日快乐,8
新京报社新品质主义系列论坛：门头沟正崛起(4),1
16只沪深300指数基金有望借虎生威,0
发改委：近期菜价总体稳定 部分城市涨幅仍较大,0
湖人一大将提前恢复训练 科比点出实现三连冠关键,7
健康的楼市 才是百姓期盼的,1
Facebook网站新条款获用户支持,4
全球网游最具影响20人：中国三人上榜,8
罗马天主教皇主持圣诞夜弥撒时被人撞倒,6
银行网银费群降 最低汇款千元只需1元,0
章子怡救旱匿名捐款20万,9
李倩佩华贵钻饰出席活动 典雅小礼服夺目光(图),9
东二环FREE自由季均价17000以上全款99折(图),1
南师新生报到先算账 18年教育费高达30余万,3
海淀保利西山林语公寓待售送精装或直降均价,1
纽约同城死敌暗战升级 篮网老板：学湖人不学尼克斯,7
设计师揭秘北京地铁4号线：24个车站换乘方便,1
韩国回应塔利班对其增兵阿富汗警示,6
刘翔手术恐有负面影响 奥运最后完赛机会因何破灭,7
时尚闪存摄像机 索尼CX350E套装优惠中,4
八一晋级奇迹能否上演：铁军4连胜第八名一输到底,7
影视演员满意度调查出炉 唐国强笑傲群雄,9
黄蜂为留保罗再次交易 07乐透秀换来意大利神射手,7
大兴东亚马赛公馆81-132平米2-3居在售17000元,1
中国房地产产业链现状系列调查之三：香港模式突围,1
任天堂公布NDSi后续机种：NDSi LL,8
国内经济平稳较快增长 金属多单继续持有,0
通州汀香丽舍预计8月推40-60平1居新房源,1
金风科技毛利率升2.2个百分点,2
中国足球的新时代姓“南” 崔大林：南勇就是班长,7
网游业规划：影视旅游还是回归广告,8
美元再度被上涨 聚焦周五德法首脑会议,2
联通沃商店第九城市战略合作 共建社交游戏频道,8
刘翔抵港参加东亚运动会 合影可爱熊猫公仔(图),9
东二环精装奥加国际公寓1月9日开盘全款98折(图),1
金融危机引发企业并购 合资基金外方纷纷易主,0
4G内存酷睿2芯 苹果MacBook Pro本10900,4
《板凳》上演大结局 王宝强“父女”命运揪心,9
美国称伊朗封杀国际核查人员令人不安,6
美国财长盖特纳：公司税税率应低于30%,2
梁光烈会见泰国国防部次长威奈,6
国土局原副局长受贿获刑5年,5
期市午评：金属沪胶延续反弹 豆类油脂企稳盘整,0
中信银行超短期理财产品面市,0
华富收益增强债券基金,0
台艺人大炳出庭 解释“放鸽子”因没收到传票,9
俄称实现阶段性核武削减目标,6
组图：副局长当街打骂科长致其粉碎性骨折,5
女性常吃石榴或可降低患乳腺癌几率,6
金域华府玩转置业关怀计划,1
小尼尔森：基德是更衣室领袖 为什么会交易哈里斯,7
邓华德：形象不太好明天剃胡子 亚运三队应该提防,7
2009年高考地理大纲及08年对比分析(大纲版),3
不朽者很不朽 白金联赛自动对战战报,8
图文：许晋亨李嘉欣大婚-其余亲朋纷纷离开,9
双十一不孤单《无情剑OL》陪你每一天,8
TD-LTE亮相世博 7千万观众体验,4
东方基金推出定投四折优惠活动,0
图文-[世锦赛]美国89-79俄罗斯 俄罗斯女球迷观战,7
搭载18-20mm头 佳能60D套机售价9130元,4
LinkedIn确定IPO定价为每股45美元,4
男子涉嫌参与枪杀案化名潜逃四国,5
百姓理财不可因噎废食,0
组图：澳门酷似水立方建筑试灯,5
村主任暴打孕妇逼其下跪遭停职,5
基本面火上浇油 农产品牛性大发,0
台湾男子山崩时紧抱女友双双被埋身亡,5
阎东升：国内将诞生首个原油现货交易价,0
风城玫瑰拒绝全明星赛献舞 罗斯：不想让自己很�,7
25X光变16G闪存 索尼CX150E维持原价,4
麻生太郎称将对党内反对者使用刺客战术,6
运营商展开CMMB军备竞赛：广电介入,4
iPhone 4遭遇山寨促销 电信客服微博辟谣,4
游戏经典再现 极客打造万圣节南瓜灯雕,8
海淀西山国际城仅余少量30平小户型可享95折,1
警方侦破劲舞团黑客案厂商百万求线索,8
实录：第三届中国城市化国际峰会(组图),1
婆家5人驾车到娘家讨说法引冲突3人受伤,5
《使命召唤7》泄漏视频 黑客透露内幕,8
重庆啤酒：治疗性乙肝疫苗临床进展,2
郁可唯揽“城市之音”三大奖 台北首唱即将上演,9
吴基传：云计算技术将影响CIO职能,4
国家统计局摸底房地产成本触动各方敏感神经,1
消息称逾16万人参与地下城发布会,8
司机踩油门将协警卷入车底拖行20米致重伤,5
迭戈后尤文闪电锁定下一笔收购 罗尼搭档加盟只差细节,7
山西引援惊爆最意外人选 150万锁定艾弗森马布里,7
小品级2D单机《堡垒》走红 视频欣赏,8
西大望路时代帝景近期将推出67-150平2-3居,1
2名男子因酒后随地小便与他人起争执被砍死,5
PVC振荡中孕育反弹,0
海淀西四环玲珑天地60-90平米1-2居享95折优惠,1
的哥驾驶途中猝死汽车失控 乘客急拉手刹停车,5
湖北2010年成考部分高职高专生可免试读本科,3
蜗牛red5对垒 中国功夫大战firefall,8
瑞茜-威瑟斯彭嫁好莱坞经纪人 婚礼宾客逾百人,9
敖犬与绯闻女友Grace疑似被拍到亲密照,9
李冰冰探访温布利 巴西国家台专访“欧冠大使”,9
东方郁金香8月购房交1万认购金抵2万购房款(图),1
泰国陆军司令称不会从泰柬边境首先撤军,6
《一日夫妻百日恩》男人惧内 郭晓冬要跪搓衣板,9
空姐飞机起飞前打架致航班停飞(图),5
《穿越火线-赤色警戒》巨作火热开战,8
公安局主任酒后驾驶被停职禁闭,5
国家队战前突增两大伤号 杨旭汪嵩将缺席中乌之战,7
中小板指半日收高0.53% 个股涨多跌少,2
皇帝称不会离开克里夫兰 携手老莫总冠军并不遥远,7
家用首选迷你闪存DV 佳能FS36火热促销,4
浙江省2010年1月自考成绩查询方式公布,3
安哥拉发生翻车事故已致32死42伤,6
全总：绝不允许跨国公司拖延阻挠职工建会,6
中国联通11月推Uphone终端 年底前批量上市,4
PCGA2009大奖赛湖南赛区选拔赛启动,8
贝尼特斯透露利物浦三大伤兵情况 称仍要给曼联施压,7
俄战略轰炸机巡逻时遭北约战机跟踪,6
两市成交1271亿 35亿流入制造业,2
私募好诱人 明星经理今年提成或超千万,0
